Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_From_EUR,Price_To_EUR,WarehouseName,WarehouseCode,WarehouseGLN,WarehouseAddress,IsSameDayAvailable,IsNextDayAvailable,IsNormalDeliveryAvailable,Country_Of_Origin,CO2_Footprint_kg,Packaging_Type,Repairability_Score,Estimated_Lifespan_Years,Material_Recyclable_Pct,Eco_Label,Carbon_Neutral_Certified,Packaging_Score,Material_Type_Score,Warehouse_Infra_Score,Sub_Score_1,Transport_Score,Logistics_Plausibility_Score,Seller_Honesty_Score,Sub_Score_2,Final_Sustainability_Score,Confidence_Level,Missing_Data_Gaps,Claim_Risk_Flag,Claim_Risk_Reason,Recommended_Delivery_Date,Delivery_Improvement_Percent,Greener_Alternative_Product_ID,Bol_Certified,Eco_Label_Scope,Price_Sustainability_Score,Alternative_Price_Delta_EUR,Alt_Price_Saving_EUR,Alt_CO2_Saving_Kg,Alt_Greener_Pct,Make_Score,Last_Score
PROD-2025-0011,Rotator Burn Machine,Fitness,Home Gym Equipment,554994,47174490.0,78.2,117.76,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,26.75,Minimal Packaging,,,32,,FALSE,80.0,32.0,55.0,56.9,6.5,70.0,TRUE,28.8,58.8,Medium,Country_Of_Origin; Repairability/Lifespan,FALSE,,Standard,,PROD-2025-0513,FALSE,,54.0,-41.86,41.86,8.6,14,79.4,50.0
PROD-2025-0012,Electric Cordless Rotary Tool Kit,Home & Garden,Kitchen Gadgets,157359,6294360.0,36.8,55.2,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,77.32,Minimal Packaging,,14.7,,,,80.0,47.5,55.0,61.5,39.2,70.0,TRUE,50.0,64.8,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Next day,,,FALSE,,91.3,,,,,68.9,71.2
PROD-2025-0013,Portable Air Cooling Fan,Electronics,Portable Audio,451274,13538220.0,27.6,41.4,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,220.5,,9,2.4,6,,FALSE,45.0,6.0,30.0,28.0,35.8,50.0,TRUE,40.8,31.8,Medium,Packaging_Type; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0488,FALSE,,72.1,-2.76,2.76,139.4,73,16.2,52.0
PROD-2025-0014,Labubu Collectible Art Toy,Fashion,Accessories,1951773,48794325.0,23.0,34.96,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Bangladesh,49.31,Biodegradable,4,3.9,67,,FALSE,90.0,67.0,55.0,70.8,20.3,100.0,TRUE,48.2,37.2,High,None,FALSE,,Standard,,PROD-2025-0009,TRUE,,93.1,-5.98,5.98,35.1,88,0.0,48.9
PROD-2025-0015,Korean Glass Skin Serum,Beauty & Skincare,Korean Skincare,2489696,44814528.0,16.56,24.84,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,7.79,Recyclable Cardboard,1,0.3,,,FALSE,70.0,52.5,55.0,59.5,38.7,70.0,TRUE,49.7,39.4,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0311,FALSE,,94.3,87.86,0.0,7.2,109,46.1,3.8
PROD-2025-0016,Heatless Hair Curler Set,Beauty & Skincare,Hair Care Tools,2765107,33181284.0,11.04,16.56,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,8.7,Plastic,3,,,,FALSE,25.0,52.5,55.0,43.8,38.7,70.0,TRUE,49.7,38.8,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Next day,,PROD-2025-0241,FALSE,,95.9,46.92,0.0,4.5,78,40.4,25.0
PROD-2025-0017,Linen Breathable Bedsheet Set,Home & Garden,Home Office Decor,363291,23613915.0,59.8,90.16,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,Foam + Plastic,3,,,,FALSE,10.0,47.5,85.0,47.5,0.0,100.0,TRUE,35.0,40.9,Medium,CO2_Footprint_kg; Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0690,FALSE,,56.7,-0.92,0.92,,43,50.0,25.0
PROD-2025-0018,Smart Pet Feeder with Camera,Pet,Smart Pet Feeders,695025,83403000.0,110.4,165.6,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,China,18.84,,,,39,,FALSE,45.0,39.0,55.0,46.7,0.0,80.0,TRUE,28.0,29.3,Medium,Packaging_Type; Repairability/Lifespan,FALSE,,Today,,PROD-2025-0641,FALSE,,2.9,-77.28,77.28,17.5,135,2.7,50.0
PROD-2025-0019,Biodegradable Bamboo Toothbrush 10-Pack,Eco-Friendly,Zero-waste Kits,412771,6191565.0,13.8,20.24,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,,Minimal Packaging,,,,EU Ecolabel,FALSE,80.0,70.0,55.0,68.2,0.0,100.0,FALSE,35.0,52.0,Low,CO2_Footprint_kg; Material_Recyclable_Pct; Repairability/Lifespan,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Standard,,PROD-2025-0731,FALSE,Lifecycle (broad environmental),98.9,58.42,0.0,,74,49.2,50.0
PROD-2025-0020,Digital Planner 2025 Pro Edition,Digital Goods,Digital Planners,268352,5098688.0,17.48,25.76,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,,0.0,Digital - No Packaging,,,,,,100.0,49.0,55.0,69.0,100.0,70.0,TRUE,89.5,90.7,Medium,Material_Recyclable_Pct; Country_Of_Origin; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,100.0,,,,,100.0,100.0
PROD-2025-0021,Pro Activewear Mat,Fitness,Activewear,75967,9647809.0,106.72,126.96,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,USA,8.97,Foam + Plastic,3,4.9,,,FALSE,10.0,51.5,85.0,48.7,63.6,100.0,TRUE,76.3,63.6,High,Material_Recyclable_Pct,FALSE,,Today,,PROD-2025-0145,FALSE,,50.4,-69.92,69.92,,39,96.1,25.3
PROD-2025-0022,Smart Smart Home Devices Watch,Electronics,Smart Home Devices,29164,3718410.0,87.4,147.2,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,Taiwan,205.53,Recyclable Cardboard,5,5.3,36,,FALSE,70.0,36.0,30.0,45.8,0.0,100.0,TRUE,35.0,36.9,High,None,FALSE,,Next day,,PROD-2025-0638,FALSE,,9.0,-5.98,5.98,161.8,102,25.0,45.7
PROD-2025-0023,Eco Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,31900,3285700.0,72.68,116.84,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Netherlands,161.12,Recyclable Cardboard,,,40,,FALSE,70.0,40.0,100.0,71.5,81.1,100.0,TRUE,87.7,51.8,High,Repairability/Lifespan,FALSE,,Standard,,PROD-2025-0052,FALSE,,57.7,-43.24,43.24,108.4,35,23.0,50.8
PROD-2025-0024,Sustainable Yoga Gear Scale,Fitness,Yoga Gear,49152,1253376.0,11.04,35.88,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,China,98.44,,5,5.8,70,,FALSE,45.0,70.0,100.0,71.8,6.5,80.0,TRUE,32.3,33.8,High,Packaging_Type,FALSE,,Next day,,PROD-2025-0233,TRUE,,92.0,27.6,0.0,83.6,130,1.0,42.7
PROD-2025-0025,Wireless Smart Fitness Trackers Roller,Fitness,Smart Fitness Trackers,19631,1187675.5,26.68,84.64,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,USA,75.02,Plastic,5,9.0,,,FALSE,25.0,38.5,30.0,30.8,63.6,100.0,TRUE,76.3,44.3,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0064,FALSE,,71.5,2.76,0.0,59.7,60,28.4,61.0
PROD-2025-0026,Sustainable Interactive Pet Toys Shampoo,Pet,Interactive Pet Toys,282199,29066497.0,80.04,109.48,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,4.31,Plastic,3,,,,FALSE,25.0,44.0,55.0,41.2,0.0,100.0,TRUE,35.0,50.1,High,Material_Recyclable_Pct,FALSE,,Next day,,PROD-2025-0370,FALSE,,51.5,-28.52,28.52,2.0,26,80.8,25.0
PROD-2025-0027,Sustainable Kitchen Gadgets Blender,Home & Garden,Kitchen Gadgets,177772,23732562.0,101.2,144.44,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,Mixed Plastic+Cardboard,,16.3,33,Energy Star,,45.0,33.0,55.0,44.9,0.0,100.0,TRUE,35.0,56.0,High,CO2_Footprint_kg,FALSE,,Standard,,PROD-2025-0781,TRUE,Energy efficiency,41.3,-46.46,46.46,,12,50.0,88.1
PROD-2025-0028,Portable Solar Powered Gadgets Utensils,Eco-Friendly,Solar Powered Gadgets,81687,10415092.5,92.92,141.68,Bol - BFC XL 2,BFCXL2,8714252028133,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,USA,15.98,Recyclable Cardboard,3,3.8,84,,FALSE,70.0,84.0,100.0,84.7,0.0,100.0,FALSE,35.0,54.3,High,None,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Standard,,PROD-2025-0112,FALSE,,37.6,-10.12,10.12,3.7,15,63.1,23.1
PROD-2025-0029,Smart Smart Home Devices Speaker,Electronics,Smart Home Devices,16198,2470195.0,129.72,150.88,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,China,224.49,Biodegradable,9,5.6,,,FALSE,90.0,44.5,30.0,55.3,35.8,100.0,TRUE,58.3,45.5,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0638,FALSE,,10.8,-28.98,28.98,180.8,64,12.5,74.0
PROD-2025-0030,Pro Pet Apparel Bowl,Pet,Pet Apparel,37403,1963657.5,34.04,62.56,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,14.56,Plastic,1,,,,,25.0,44.0,85.0,51.7,40.5,70.0,TRUE,50.9,31.6,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Next day,,PROD-2025-0165,FALSE,,62.1,-13.34,13.34,7.4,106,31.5,0.0
PROD-2025-0031,Flex Stock Media Bundle,Digital Goods,Stock Media,61941,8578828.5,105.8,149.04,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0.0,Digital - No Packaging,,,,,,100.0,49.0,85.0,79.5,100.0,100.0,TRUE,100.0,94.9,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,31.9,,,,,100.0,100.0
PROD-2025-0032,Smart Organic Baby Clothing Bib,Baby,Organic Baby Clothing,98315,15287982.5,106.72,179.4,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,12.65,,4,4.8,,,FALSE,45.0,55.5,85.0,62.1,24.3,80.0,TRUE,43.8,62.8,High,Packaging_Type; Material_Recyclable_Pct,FALSE,,Standard,,,FALSE,,36.0,,,,,68.2,67.3
PROD-2025-0033,Ultra Phone Accessories Hub,Electronics,Phone Accessories,47671,4933948.5,74.52,115.92,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,South Korea,53.79,Recyclable Cardboard,3,6.7,15,Energy Star,TRUE,70.0,15.0,30.0,39.5,25.9,100.0,FALSE,51.9,57.2,High,None,TRUE,"Eco claim, but only 15% recyclable material.",Standard,,,FALSE,Energy efficiency,48.6,,,,,82.5,42.5
PROD-2025-0034,Swift Wearable Tech Watch,Electronics,Wearable Tech,44064,3767472.0,42.32,115.0,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,210.5,Recyclable Cardboard,,10.0,,,FALSE,70.0,43.5,30.0,48.0,35.8,100.0,TRUE,58.3,53.6,High,Material_Recyclable_Pct,FALSE,,Next day,,PROD-2025-0713,FALSE,,56.8,-21.16,21.16,180.6,42,22.5,100.0
PROD-2025-0035,Eco Portable Audio Adapter,Electronics,Portable Audio,29256,4008072.0,94.76,157.32,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,,Mixed Plastic+Cardboard,,8.1,,,,45.0,43.5,100.0,63.8,35.8,70.0,TRUE,47.8,59.6,Low,CO2_Footprint_kg; Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0944,FALSE,,33.3,-91.54,91.54,,10,50.0,76.0
PROD-2025-0036,Smart Recovery Tools Mat,Fitness,Recovery Tools,404116,55363892.0,87.4,164.68,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,69.35,Plastic,3,10.5,,,FALSE,25.0,53.0,100.0,59.6,6.5,70.0,TRUE,28.8,45.4,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Next day,,PROD-2025-0783,FALSE,,19.7,-24.84,24.84,57.3,50,36.3,54.0
PROD-2025-0037,Aura Recovery Tools Mat,Fitness,Recovery Tools,97895,12677402.5,115.0,123.28,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,USA,,Recyclable Cardboard,6,,63,,FALSE,70.0,63.0,100.0,78.4,63.6,100.0,TRUE,76.3,64.2,Medium,CO2_Footprint_kg,FALSE,,Standard,,,FALSE,,49.6,,,,,50.0,62.5
PROD-2025-0038,Portable Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,60497,5686718.0,60.72,112.24,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,South Korea,4.39,Minimal Packaging,,0.6,53,,FALSE,80.0,53.0,85.0,73.6,0.0,100.0,TRUE,35.0,58.8,High,None,FALSE,,Next day,,,TRUE,,73.0,,,,,79.8,28.8
PROD-2025-0039,Aura Smart Pet Feeders Shampoo,Pet,Smart Pet Feeders,82737,9969808.5,79.12,142.6,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,11.56,Recyclable Cardboard,,3.2,,,FALSE,70.0,44.0,55.0,57.0,40.5,100.0,TRUE,61.4,55.5,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0641,FALSE,,48.5,-50.14,50.14,10.2,24,52.1,55.4
PROD-2025-0040,Sustainable Pet Apparel Collar,Pet,Pet Apparel,62382,5832717.0,71.76,100.28,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,8.01,Plastic,5,,39,,FALSE,25.0,39.0,30.0,30.9,40.5,70.0,TRUE,50.9,50.4,High,Country_Of_Origin,FALSE,,Next day,,PROD-2025-0165,FALSE,,56.3,-51.06,51.06,0.9,29,64.4,50.0
PROD-2025-0041,Luxe SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,37169,3177949.5,44.16,113.16,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,UK,0.0,Digital - No Packaging,,,,FSC Certified,,100.0,49.0,85.0,79.5,100.0,100.0,TRUE,100.0,94.9,High,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,TRUE,Sustainable forestry,71.7,,,,,100.0,100.0
PROD-2025-0042,Zen Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,94598,10689574.0,69.0,138.92,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,USA,84.1,Plastic,,4.1,,,FALSE,25.0,38.5,100.0,55.3,63.6,100.0,TRUE,76.3,34.9,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0064,FALSE,,15.3,-45.54,45.54,68.8,104,19.6,11.0
PROD-2025-0043,Pure Kitchen Gadgets Blender,Home & Garden,Kitchen Gadgets,71723,10866034.5,135.24,143.52,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,,Plastic,4,12.2,56,,FALSE,25.0,56.0,100.0,60.5,39.2,70.0,TRUE,50.0,51.2,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0781,FALSE,,22.1,-63.02,63.02,,23,50.0,44.2
PROD-2025-0044,Swift Smart Home Devices Earbuds,Electronics,Smart Home Devices,20249,1660418.0,70.84,80.04,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,,,Plastic,7,,62,,FALSE,25.0,62.0,30.0,37.8,35.8,70.0,TRUE,47.8,52.9,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0255,FALSE,,58.6,-4.6,4.6,,39,50.0,75.0
PROD-2025-0045,Glow Solar Powered Gadgets Bottle,Eco-Friendly,Solar Powered Gadgets,96162,9135390.0,81.88,92.92,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Netherlands,11.32,,,3.3,,Cradle to Cradle,,70.0,70.0,55.0,64.8,64.7,80.0,TRUE,70.1,59.1,High,Packaging_Type; Material_Recyclable_Pct,FALSE,,Today,,PROD-2025-0803,TRUE,Material circularity,60.2,-46.0,46.0,,19,81.5,15.4
PROD-2025-0046,Ultra Smart Home Devices Power Bank,Electronics,Smart Home Devices,53545,3293017.5,31.28,81.88,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,,,Biodegradable,9,5.4,24,,,90.0,24.0,30.0,49.2,35.8,70.0,TRUE,47.8,54.8,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0315,FALSE,,75.7,-16.1,16.1,,26,50.0,71.3
PROD-2025-0047,Ergonomic Charging Solutions Adapter,Electronics,Charging Solutions,84244,7413472.0,54.28,107.64,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,China,,Mixed Plastic+Cardboard,7,5.5,60,,,45.0,60.0,30.0,44.2,35.8,100.0,TRUE,58.3,52.3,Medium,CO2_Footprint_kg,FALSE,,Standard,,PROD-2025-0450,FALSE,,52.3,-2.76,2.76,,19,50.0,60.2
PROD-2025-0048,Organic Korean Skincare Oil,Beauty & Skincare,Korean Skincare,67435,12711497.5,128.8,218.04,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,France,12.41,Biodegradable,,1.0,,,FALSE,90.0,52.5,85.0,77.0,59.1,100.0,TRUE,73.4,50.2,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0311,FALSE,,13.1,-64.86,64.86,11.8,64,18.0,54.5
PROD-2025-0049,Vital Recovery Tools Mat,Fitness,Recovery Tools,33535,4678132.5,82.8,173.88,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,,Mixed Plastic+Cardboard,6,8.0,45,,,45.0,45.0,100.0,64.2,6.5,70.0,TRUE,28.8,53.3,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0783,FALSE,,30.7,-27.14,27.14,,28,50.0,61.7
PROD-2025-0050,Pure Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,46247,7584508.0,132.48,169.28,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,14.94,,5,3.5,31,,,45.0,31.0,55.0,44.3,48.6,50.0,TRUE,49.1,53.3,Medium,Packaging_Type; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0352,FALSE,,21.1,-99.36,99.36,7.5,22,58.0,58.3
PROD-2025-0051,Vital Stock Media Template,Digital Goods,Stock Media,55282,4616047.0,69.0,84.64,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0.0,Digital - No Packaging,,,,,,100.0,49.0,85.0,79.5,100.0,100.0,TRUE,100.0,94.9,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,75.2,,,,,100.0,100.0
